destination,duration,total_budget,travelers,region,season,purpose,accommodation_type,accommodation,transportation,food,activities,miscellaneous
SYD,7,8930,2,Asia,peak,business,hotel,3969.22,1687.26,1436.48,1187.54,649.5
LAX,4,6947,5,Asia,off_peak,leisure,hotel,3114.37,1272.22,1402.02,931.1,227.29
SYD,5,2845,3,North America,off_peak,adventure,airbnb,1107.06,849.0,467.39,312.61,108.94
NYC,8,575,1,Europe,shoulder,business,resort,212.75,123.69,124.83,85.95,27.78
DXB,1,6377,5,Europe,shoulder,leisure,hotel,2420.2,1088.88,1390.13,944.19,533.59
SYD,1,7285,3,Asia,peak,adventure,hotel,1865.22,2228.57,1153.18,1449.43,588.6
TYO,4,5422,4,North America,shoulder,leisure,apartment,1626.5,1108.23,1223.1,985.55,478.63
SYD,3,8590,5,Asia,peak,adventure,hostel,3300.2,2515.19,1661.34,824.14,289.14
LAS,13,2830,3,Middle East,peak,adventure,hotel,1058.8,641.65,576.15,343.1,210.3
NYC,10,5186,5,Europe,shoulder,adventure,resort,1633.81,1325.16,1082.79,644.44,499.8
TYO,12,2402,2,Oceania,shoulder,leisure,resort,850.32,774.17,421.98,280.68,74.84
LON,2,5170,3,Asia,shoulder,adventure,apartment,1561.93,1043.1,917.53,1102.34,545.11
TYO,12,7643,2,Middle East,off_peak,business,resort,2855.85,2232.42,1300.29,998.81,255.63
LAS,3,2559,2,Europe,peak,romantic,apartment,654.63,718.67,555.9,421.15,208.65
DXB,11,640,3,North America,peak,romantic,hotel,187.81,149.61,120.52,122.74,59.33
NYC,11,2289,1,Europe,peak,adventure,hotel,890.16,427.62,423.44,328.37,219.41
LON,14,516,3,North America,shoulder,romantic,hotel,159.19,108.67,103.62,107.96,36.57
LAS,11,964,1,North America,shoulder,romantic,hotel,371.61,222.79,165.4,119.78,84.42
LAS,1,4971,5,Asia,shoulder,adventure,hostel,1901.18,1102.55,823.54,801.74,342.0
BKK,1,2327,5,Asia,shoulder,adventure,hostel,630.82,537.9,533.19,384.51,240.59
NYC,6,9211,3,Europe,shoulder,business,hotel,3825.15,1463.71,2011.68,1207.79,702.68
TYO,5,6456,5,Middle East,off_peak,family,resort,2147.87,1441.39,1353.3,982.75,530.69
LAX,8,589,4,Europe,shoulder,leisure,apartment,182.1,130.56,126.14,116.9,33.3
DXB,2,5315,2,Oceania,peak,adventure,airbnb,1418.2,1322.64,1130.28,995.94,447.94
LAX,4,3351,2,North America,shoulder,adventure,apartment,1268.03,877.56,514.91,469.9,220.6
TYO,8,3343,1,North America,peak,romantic,airbnb,1528.6,604.32,575.03,392.86,242.19
TYO,12,9617,5,Asia,shoulder,business,airbnb,2661.38,2701.16,2212.96,1376.31,665.18
NYC,6,7043,1,Middle East,shoulder,romantic,hotel,2850.5,1739.21,1125.99,885.18,442.12
TYO,1,6401,2,Asia,peak,adventure,airbnb,1755.14,1702.2,1561.16,1032.26,350.23
BKK,4,1469,2,Oceania,peak,adventure,hotel,425.64,452.52,319.08,198.1,73.65
LON,1,1594,5,Europe,peak,romantic,hostel,652.16,354.11,269.35,217.91,100.46
TYO,13,6624,4,Europe,peak,adventure,resort,2263.36,1453.59,1132.23,1225.97,548.86
LAX,2,7847,4,Middle East,off_peak,family,airbnb,2338.15,2753.78,1552.43,833.69,368.96
TYO,5,3695,5,Asia,peak,leisure,resort,1491.59,730.89,596.74,621.23,254.55
BKK,14,1904,5,Asia,shoulder,leisure,hotel,701.88,531.36,429.22,184.43,57.11
SYD,8,7440,1,Oceania,shoulder,leisure,airbnb,3047.15,1899.83,1508.71,746.72,237.59
SYD,8,4790,5,Europe,off_peak,family,apartment,1513.84,1263.66,864.22,776.28,371.99
LAS,11,4482,4,Asia,peak,adventure,hostel,1484.27,1025.95,1113.03,625.21,233.54
DXB,3,6055,5,Middle East,shoulder,romantic,hostel,1891.51,1505.76,1413.62,722.94,521.18
MIA,11,8454,1,Europe,off_peak,business,airbnb,3307.99,2202.35,1212.94,1131.96,598.76
LON,13,5213,1,Oceania,shoulder,adventure,hostel,1889.62,1443.01,803.71,685.1,391.56
PAR,4,3592,1,Middle East,off_peak,family,apartment,1471.35,869.23,622.62,401.98,226.81
LAS,10,4659,1,North America,off_peak,family,resort,1563.83,1363.22,936.08,477.29,318.59
DXB,11,6808,3,Oceania,peak,leisure,apartment,2128.1,1982.05,1497.32,879.69,320.83
SYD,14,7978,5,Middle East,off_peak,adventure,hostel,2673.9,1580.99,2328.86,1036.68,357.58
LAX,6,8976,2,Asia,shoulder,leisure,resort,2651.93,2916.98,1632.41,1061.41,713.27
PAR,11,5433,5,North America,shoulder,business,apartment,1753.48,1210.69,1251.06,699.38,518.38
DXB,11,5426,3,Oceania,peak,leisure,hotel,1872.28,1331.1,912.02,948.37,362.24
DXB,10,9879,1,Asia,peak,business,hotel,2945.18,2003.87,2062.18,1864.57,1003.2
LAS,3,4469,3,North America,off_peak,family,resort,1590.9,1044.37,727.79,695.42,410.54
PAR,2,3465,4,Europe,peak,leisure,resort,1352.04,714.42,627.9,497.06,273.59
NYC,6,4819,4,Asia,shoulder,leisure,resort,1974.8,943.14,811.47,665.75,423.84
MIA,11,9475,5,Middle East,shoulder,romantic,hotel,3413.7,1990.54,1700.79,1490.01,879.96
NYC,13,7608,5,Oceania,peak,family,apartment,2444.21,2002.06,1667.43,1150.05,344.25
PAR,5,9641,2,North America,peak,romantic,resort,3537.33,2142.6,1815.4,1332.39,813.28
NYC,14,4439,2,Asia,peak,business,hotel,1598.4,1100.66,871.25,637.76,230.93
BKK,10,544,4,Europe,off_peak,business,resort,216.74,157.49,88.26,63.41,18.1
SYD,5,2310,1,Oceania,off_peak,family,resort,888.81,468.74,433.03,397.05,122.36
BKK,10,5066,3,Oceania,shoulder,business,resort,1951.08,1119.58,1043.87,678.79,272.68
TYO,13,9521,2,Asia,off_peak,family,hotel,4002.9,2433.76,1667.99,1123.51,292.83
NYC,5,2409,2,Europe,off_peak,business,apartment,906.08,519.67,537.48,315.8,129.97
TYO,10,6864,1,North America,off_peak,adventure,hotel,2536.85,1549.56,1490.78,993.98,292.83
LAX,12,3081,1,Asia,off_peak,leisure,hotel,1255.68,520.7,625.81,417.1,261.71
LON,5,1191,5,North America,shoulder,adventure,resort,411.68,308.93,271.97,149.0,49.42
LAX,3,1431,3,Oceania,peak,family,airbnb,512.21,319.03,265.25,189.34,145.16
PAR,7,8410,1,North America,shoulder,family,airbnb,3152.61,2012.44,1964.04,839.43,441.47
DXB,6,6882,2,Europe,off_peak,adventure,airbnb,2429.08,1614.74,1453.71,1139.05,245.42
SYD,4,3906,2,Middle East,peak,leisure,hotel,1444.51,1102.27,609.02,644.53,105.67
NYC,2,8839,4,Europe,peak,leisure,resort,3527.67,1876.03,1504.17,1456.24,474.89
LAS,12,1532,1,North America,peak,romantic,airbnb,575.3,387.16,284.01,177.35,108.18
LON,9,1811,5,Asia,shoulder,business,hostel,681.38,442.4,345.82,247.72,93.69
MIA,1,9079,3,Oceania,peak,romantic,hostel,2769.62,2821.66,1824.56,1160.23,502.93
MIA,13,3621,5,Middle East,shoulder,leisure,hostel,1206.69,971.98,677.94,581.47,182.92
MIA,13,2373,2,Asia,shoulder,adventure,apartment,732.23,711.69,403.21,433.09,92.76
NYC,11,9607,5,Asia,off_peak,business,resort,2906.27,2364.64,2238.04,1686.83,411.22
MIA,14,7281,2,Europe,off_peak,adventure,hotel,2283.18,2035.27,1378.46,1092.17,491.91
BKK,4,4248,2,North America,peak,romantic,hotel,1720.0,933.61,775.55,652.17,166.67
LON,1,777,2,Europe,peak,family,resort,281.15,251.54,128.09,88.04,28.18
BKK,13,2359,2,North America,off_peak,adventure,apartment,967.61,383.15,572.73,313.25,122.26
DXB,6,6429,2,Europe,shoulder,romantic,resort,1825.09,1816.95,1418.77,1016.05,352.14
LON,4,7292,4,Asia,shoulder,romantic,apartment,2506.15,1657.53,1491.19,1038.79,598.34
BKK,5,5213,5,Oceania,off_peak,romantic,airbnb,1815.49,1292.91,1136.58,589.57,378.45
LON,5,5175,4,North America,shoulder,family,airbnb,1740.27,931.67,1393.2,764.16,345.7
DXB,9,1670,4,Middle East,off_peak,family,apartment,674.11,297.5,381.35,201.46,115.58
TYO,1,9181,1,Middle East,off_peak,family,resort,3106.13,2655.75,1691.03,1165.98,562.11
NYC,13,9874,1,Asia,peak,business,airbnb,2932.15,2905.88,1703.14,1572.25,760.58
NYC,2,5808,1,Europe,peak,family,resort,2365.74,1321.49,1252.65,642.77,225.35
MIA,13,2962,3,Europe,off_peak,family,airbnb,989.38,750.53,594.35,486.57,141.16
LAX,6,787,1,Asia,peak,family,resort,319.31,159.97,146.56,91.0,70.16
MIA,5,6453,5,Middle East,off_peak,adventure,resort,2316.95,1303.12,1355.78,892.92,584.22
PAR,11,4782,4,Middle East,shoulder,family,hostel,1797.22,788.18,1255.88,542.91,397.81
BKK,7,2407,5,Europe,shoulder,business,apartment,848.18,502.36,547.05,282.99,226.41
LON,3,1661,1,North America,shoulder,romantic,hotel,554.59,410.76,394.08,184.98,116.59
LAX,3,629,3,Oceania,shoulder,adventure,apartment,231.48,154.42,101.9,89.62,51.58
DXB,10,6837,3,North America,off_peak,leisure,resort,1999.46,1782.53,1206.19,1289.27,559.55
PAR,2,2863,4,Middle East,shoulder,family,resort,1090.19,899.87,460.38,278.71,133.85
DXB,13,8651,5,North America,shoulder,romantic,apartment,2762.84,2303.84,1924.7,1130.68,528.94
NYC,3,6483,2,Oceania,shoulder,romantic,resort,2656.94,1273.12,1120.7,1037.23,395.02
NYC,10,643,5,North America,shoulder,adventure,airbnb,262.01,131.91,134.62,94.32,20.15
MIA,1,8707,1,North America,off_peak,leisure,resort,2815.61,2011.2,1733.56,1402.52,744.1
BKK,5,7969,2,North America,shoulder,business,apartment,2898.69,2093.42,1265.67,1252.07,459.15
LAX,14,744,3,North America,peak,romantic,apartment,267.38,206.4,140.84,105.75,23.62
SYD,12,1426,4,Asia,peak,romantic,apartment,376.03,448.2,271.46,204.45,125.86
PAR,5,3678,4,Middle East,peak,romantic,hostel,1510.03,749.93,690.3,406.02,321.73
PAR,12,2676,3,Oceania,peak,romantic,hostel,876.2,858.21,558.86,278.46,104.27
MIA,11,5502,1,Middle East,peak,adventure,hostel,1761.23,1683.96,878.37,917.74,260.7
NYC,7,1386,3,Asia,peak,leisure,hostel,426.4,463.29,217.04,232.96,46.32
MIA,4,9032,1,Asia,off_peak,romantic,hostel,3299.65,2541.24,1925.44,954.2,311.46
LON,3,3898,2,Asia,peak,business,hostel,1428.22,832.1,857.77,616.46,163.46
LAX,1,8997,3,Asia,shoulder,business,hostel,3117.73,2435.2,1930.13,1093.59,420.35
BKK,12,9599,1,North America,peak,family,apartment,3106.29,2004.86,1961.06,2134.18,392.61
TYO,8,3154,2,Middle East,off_peak,romantic,hotel,1159.33,642.11,681.16,419.53,251.86
LAS,13,7892,3,Europe,peak,romantic,hostel,2929.52,1603.35,1453.01,1410.76,495.37
LAS,3,1871,4,Oceania,shoulder,romantic,apartment,471.4,602.77,343.75,287.1,165.98
MIA,13,7635,3,Asia,shoulder,romantic,hotel,2302.04,2188.48,1682.3,817.94,644.25
LON,2,820,5,Middle East,off_peak,romantic,hostel,229.76,171.94,193.58,159.4,65.32
LAX,11,5154,3,Asia,off_peak,business,hotel,1454.13,1366.3,1112.28,687.91,533.38
SYD,4,5800,5,Asia,off_peak,leisure,hotel,2074.77,1256.48,1053.42,901.87,513.47
LAS,3,7261,2,Asia,off_peak,leisure,airbnb,2179.77,2235.87,1203.17,1059.76,582.43
LAX,13,7354,3,Asia,peak,family,resort,2033.68,1978.68,1687.47,1171.16,483.0
BKK,1,6005,2,Asia,peak,business,airbnb,2204.57,1832.05,887.46,892.76,188.15
DXB,3,9823,2,Oceania,shoulder,romantic,hotel,2773.37,2211.29,2650.28,1664.87,523.2
LON,12,7053,1,Middle East,off_peak,leisure,apartment,1916.7,2315.4,1290.91,905.75,624.24
NYC,2,4542,2,Asia,off_peak,adventure,hostel,1631.25,808.09,845.14,848.1,409.41
LAX,8,9509,2,Asia,peak,adventure,resort,2888.79,2229.03,1810.31,1678.22,902.66
BKK,6,7998,3,Asia,off_peak,adventure,hostel,2254.1,2199.34,1581.48,1260.27,702.81
SYD,9,7136,3,Asia,shoulder,romantic,apartment,2399.66,1565.61,1564.69,1295.08,310.96
TYO,8,7862,4,North America,shoulder,romantic,resort,3485.51,1342.89,1252.04,962.83,818.74
NYC,10,511,1,North America,off_peak,family,airbnb,176.51,79.28,124.26,86.83,44.12
TYO,3,694,2,Europe,shoulder,family,hotel,221.42,129.48,152.5,134.11,56.49
SYD,5,3037,1,Asia,shoulder,family,apartment,1063.9,852.39,488.39,469.86,162.46
BKK,7,3342,5,Europe,peak,adventure,hotel,955.54,689.38,830.46,686.35,180.27
LAS,5,2729,2,Oceania,shoulder,romantic,hotel,824.43,444.58,700.5,481.9,277.58
TYO,8,3509,1,Europe,off_peak,adventure,hostel,1507.75,777.8,575.14,534.62,113.68
NYC,12,8484,4,Middle East,off_peak,family,apartment,2652.89,1863.64,2051.99,1430.64,484.84
MIA,5,2577,4,North America,shoulder,romantic,hotel,954.49,460.32,593.21,450.23,118.75
PAR,1,8345,2,North America,off_peak,business,airbnb,3080.45,2079.7,1294.99,1060.47,829.39
LAX,5,4367,5,Asia,peak,leisure,resort,1261.38,1174.34,1097.94,607.85,225.49
LAS,4,5373,4,Asia,shoulder,leisure,apartment,2065.99,1017.97,1038.16,839.75,411.13
TYO,6,9135,4,Oceania,shoulder,family,hostel,3259.45,2255.28,1566.02,1376.13,678.11
DXB,3,797,5,Oceania,shoulder,adventure,apartment,314.81,216.16,120.01,121.06,24.96
LAX,11,6356,1,Middle East,off_peak,business,hostel,2107.98,1164.0,1646.86,899.91,537.26
MIA,5,9536,4,Asia,off_peak,romantic,resort,3474.63,1635.92,1966.27,1584.41,874.76
SYD,2,1515,3,Asia,shoulder,adventure,airbnb,476.14,377.15,395.38,186.54,79.8
PAR,11,1884,4,Oceania,off_peak,family,hotel,545.9,527.56,331.92,297.28,181.34
BKK,6,9245,1,Oceania,off_peak,adventure,apartment,3880.25,2056.5,1872.86,1140.08,295.31
MIA,13,2850,1,Oceania,shoulder,family,hostel,852.89,620.07,571.75,538.43,266.85
MIA,12,1769,2,North America,shoulder,leisure,resort,522.29,539.92,305.11,326.03,75.65
SYD,6,1760,3,Europe,off_peak,leisure,hotel,662.44,486.89,229.57,268.75,112.37
LON,5,8201,1,Europe,shoulder,adventure,resort,2580.02,1999.48,1609.95,1392.81,618.74
SYD,6,8876,5,Asia,shoulder,business,airbnb,2953.89,2548.1,2012.21,1052.0,309.81
LON,11,5063,3,North America,shoulder,romantic,hotel,1855.71,1618.91,757.06,670.43,160.89
LON,7,7397,3,Oceania,shoulder,family,hotel,2541.93,2130.73,1253.69,884.0,586.65
LAS,12,6172,5,Asia,off_peak,romantic,hotel,1678.9,1992.25,1148.15,946.26,406.44
LAS,5,6093,4,North America,shoulder,leisure,hostel,1921.72,1742.67,1262.17,942.92,223.52
NYC,1,6655,5,Middle East,peak,business,hotel,1997.17,1561.18,1516.92,959.08,620.65
TYO,8,6043,5,North America,shoulder,business,resort,2170.91,1310.59,1155.26,971.45,434.8
TYO,4,7740,4,Asia,peak,romantic,hostel,2765.73,2313.54,1147.72,1185.55,327.47
BKK,9,5183,4,Europe,shoulder,leisure,hotel,1420.06,1707.81,1112.11,646.35,296.65
TYO,14,2381,4,Oceania,peak,romantic,resort,903.02,654.81,307.79,402.06,113.31
LAS,10,9213,4,Middle East,peak,adventure,resort,3087.5,2321.36,1913.74,1495.85,394.55
NYC,12,4309,4,North America,shoulder,business,apartment,1594.83,963.28,853.0,654.71,243.17
NYC,6,6307,5,Asia,shoulder,business,resort,2203.35,1232.03,1354.78,1130.64,386.2
LON,1,5383,2,Asia,shoulder,adventure,airbnb,2382.13,863.19,1117.0,846.7,173.98
SYD,3,7706,2,Oceania,peak,leisure,hotel,2199.59,2469.54,1524.88,1071.31,440.68
BKK,3,4655,1,Asia,off_peak,business,hotel,1834.55,958.41,1012.08,561.64,288.31
LON,10,5173,2,Asia,off_peak,family,hotel,1438.89,1625.97,1154.14,789.79,164.21
SYD,12,1909,2,Oceania,shoulder,family,resort,659.58,371.53,364.48,353.63,159.77
TYO,12,5697,5,Middle East,off_peak,leisure,resort,1537.45,1787.86,1238.25,787.65,345.79
LON,4,7952,4,Europe,off_peak,adventure,hotel,3021.02,1946.56,1430.06,1228.16,326.2
LAX,6,9218,4,Europe,shoulder,romantic,hostel,3726.49,2243.58,1841.47,954.17,452.3
TYO,7,2672,5,North America,peak,leisure,hostel,926.69,643.26,629.57,354.35,118.13
SYD,10,779,2,Middle East,shoulder,romantic,airbnb,286.62,213.49,126.81,78.39,73.69
BKK,4,4477,5,North America,off_peak,leisure,apartment,1198.08,1484.82,855.65,744.75,193.7
SYD,6,3169,1,Europe,peak,family,airbnb,1311.95,588.44,596.7,391.59,280.32
LON,11,8325,4,Oceania,off_peak,adventure,hotel,3203.89,1705.07,1373.27,1347.58,695.2
LON,1,4481,3,Asia,peak,family,hotel,1589.9,1423.09,798.78,488.62,180.6
MIA,14,5269,1,Europe,off_peak,adventure,hotel,2069.75,1247.92,892.83,696.57,361.93
BKK,8,5747,1,Middle East,shoulder,romantic,apartment,1870.59,1027.66,1648.54,889.88,310.33
DXB,7,4927,5,Europe,off_peak,leisure,resort,1685.17,1386.73,922.07,542.48,390.55
TYO,11,6635,2,Middle East,off_peak,business,apartment,2267.11,1456.77,1355.25,1095.04,460.83
NYC,11,6073,4,Middle East,peak,business,airbnb,2273.8,1443.77,1246.04,831.34,278.05
BKK,9,4631,3,Middle East,off_peak,adventure,resort,1738.25,815.67,843.71,861.29,372.09
NYC,3,7689,1,North America,shoulder,adventure,resort,2398.16,2011.31,1389.94,1570.95,318.64
BKK,2,5035,3,Oceania,shoulder,family,airbnb,1851.6,1319.49,959.12,621.45,283.33
BKK,1,3276,2,Europe,shoulder,business,resort,1169.04,859.3,636.37,497.38,113.9
SYD,3,9811,2,Oceania,peak,family,hostel,2482.41,2965.24,2150.26,1546.86,666.22
BKK,5,8197,3,Asia,peak,romantic,airbnb,2686.02,1618.19,1800.51,1589.01,503.27
MIA,14,8886,4,Europe,off_peak,business,airbnb,3005.73,1975.31,1474.31,1471.03,959.62
DXB,11,1162,2,Oceania,off_peak,romantic,hostel,399.26,318.49,205.03,143.2,96.02
LON,2,9171,3,Oceania,off_peak,leisure,apartment,2836.92,2786.22,1890.41,1112.41,545.05
PAR,12,8544,1,Asia,peak,family,apartment,2904.96,1575.23,1650.17,1678.79,734.84
NYC,3,4718,3,Middle East,peak,adventure,apartment,1521.18,1113.23,1053.78,705.1,324.7
LON,4,5560,3,Europe,off_peak,business,resort,2146.69,1341.29,931.64,837.76,302.63
PAR,7,6374,5,Europe,peak,family,hostel,1988.56,1391.47,1251.29,1217.49,525.19
DXB,13,6081,2,Asia,peak,adventure,airbnb,2334.89,1486.8,914.19,816.01,529.12
DXB,3,2514,4,Middle East,shoulder,leisure,airbnb,786.64,630.89,409.3,459.99,227.18
NYC,9,4289,4,Europe,shoulder,business,airbnb,1282.27,1353.99,723.42,734.12,195.2
NYC,8,9603,5,Europe,off_peak,romantic,resort,3003.8,1623.0,2626.58,1968.44,381.19
DXB,4,7648,4,Europe,off_peak,leisure,resort,2921.49,1552.7,1393.32,1480.33,300.17
PAR,13,8266,3,Middle East,shoulder,adventure,apartment,3028.61,1883.19,1382.88,1187.5,783.81
BKK,1,2864,5,Asia,peak,business,resort,1096.99,476.31,634.3,523.07,133.34
TYO,1,4129,1,Europe,off_peak,business,apartment,1464.58,810.54,853.24,773.79,226.85
LAX,1,6419,2,Oceania,off_peak,leisure,apartment,1795.0,1554.66,1394.76,1118.53,556.05
LON,1,6175,2,Middle East,off_peak,business,airbnb,1736.52,1614.69,1169.14,1289.34,365.32
SYD,8,9372,2,North America,peak,adventure,resort,3170.32,1858.56,2072.74,1384.11,886.27
LON,3,7138,3,Asia,shoulder,leisure,apartment,2796.19,1416.87,1385.31,1153.64,385.99
SYD,6,5151,1,Oceania,off_peak,romantic,hostel,1480.57,1101.37,1340.21,1026.07,202.78
PAR,3,1109,5,Europe,shoulder,leisure,hostel,321.15,331.0,216.34,191.73,48.78
SYD,11,8440,5,North America,shoulder,leisure,resort,3347.37,2330.58,1289.78,1184.16,288.1
NYC,5,4366,2,Asia,peak,romantic,airbnb,1407.06,1230.84,799.01,723.32,205.78
TYO,13,871,1,Middle East,peak,adventure,airbnb,338.57,190.58,196.7,97.62,47.52
TYO,14,7498,1,North America,peak,family,apartment,2533.32,1735.03,1428.63,1067.77,733.25
NYC,13,1115,1,North America,peak,family,resort,317.61,334.23,225.78,155.56,81.81
MIA,7,7411,4,Oceania,peak,romantic,hostel,2871.98,1661.1,1614.35,746.69,516.88
PAR,2,6510,4,Asia,peak,adventure,apartment,2156.63,1548.45,1410.59,1007.98,386.35
MIA,6,2753,2,Oceania,off_peak,business,apartment,891.38,782.7,573.61,378.48,126.84
MIA,13,5442,1,Oceania,shoulder,romantic,hotel,2080.44,1592.56,880.58,648.26,240.16
LON,6,1364,1,Europe,peak,family,resort,526.96,376.26,194.36,226.21,40.21
DXB,11,1768,5,Middle East,off_peak,adventure,apartment,478.41,531.17,376.24,283.48,98.71
LON,3,7954,5,North America,shoulder,leisure,hostel,2384.69,2475.94,1636.73,982.99,473.65
DXB,6,9476,2,Asia,peak,adventure,hotel,3426.52,2658.03,1735.61,1392.6,263.25
LAX,10,5071,1,Middle East,peak,adventure,hostel,1725.44,1338.77,707.24,857.72,441.83
SYD,10,5729,2,Middle East,off_peak,family,airbnb,1578.03,1692.42,1148.31,838.2,472.04
DXB,14,2737,5,Asia,shoulder,family,hotel,810.55,813.32,478.88,471.74,162.5
NYC,5,4554,5,Middle East,peak,business,hotel,1516.8,1255.57,961.77,610.59,209.28
LON,12,1435,4,Europe,shoulder,business,apartment,466.66,375.01,278.97,213.09,101.28
PAR,2,6894,2,Middle East,off_peak,romantic,airbnb,1837.54,2145.86,1590.65,788.12,531.83
SYD,9,8391,2,Europe,peak,leisure,apartment,2545.37,2466.89,1641.15,1458.43,279.16
LAX,8,825,1,North America,shoulder,business,resort,218.42,291.69,133.71,117.3,63.88
DXB,3,8274,1,North America,off_peak,family,hostel,3542.75,1670.83,1271.58,1265.12,523.73
LAX,8,4361,4,Oceania,off_peak,adventure,hostel,1247.83,1301.53,901.4,744.63,165.61
PAR,14,2485,3,Europe,peak,romantic,apartment,831.12,738.14,451.82,250.6,213.31
MIA,9,5432,3,North America,shoulder,business,hostel,1757.77,1571.68,815.15,823.42,463.99
TYO,14,5103,3,Middle East,peak,adventure,hostel,1995.72,1163.22,911.29,725.68,307.09
PAR,3,3278,2,Asia,peak,adventure,resort,1368.24,648.27,560.61,484.11,216.78
LAS,3,9962,2,Asia,shoulder,business,airbnb,3396.07,2635.17,2159.87,1165.2,605.69
PAR,2,9332,5,Europe,shoulder,leisure,hotel,3367.9,1566.0,2166.81,1892.1,339.19
LAX,8,8254,2,Oceania,shoulder,leisure,apartment,2108.17,2485.45,1836.45,1182.21,641.72
NYC,10,4578,2,Middle East,off_peak,romantic,apartment,1989.28,900.9,788.14,535.48,364.2
LON,1,1867,2,Europe,off_peak,leisure,resort,561.03,608.45,387.5,239.25,70.76
NYC,8,4542,4,Asia,shoulder,romantic,resort,1652.54,937.41,1079.03,646.56,226.46
LAX,7,3075,2,Europe,off_peak,family,hotel,1216.66,586.96,682.12,349.44,239.83
LON,14,7254,1,Middle East,peak,business,airbnb,2595.04,1852.46,1591.99,761.28,453.22
LAS,7,2081,1,North America,shoulder,adventure,apartment,690.55,493.15,505.45,232.2,159.65
TYO,3,2486,5,Middle East,peak,romantic,resort,814.71,622.25,557.87,285.39,205.78
SYD,1,2740,4,North America,shoulder,leisure,apartment,771.24,720.41,654.83,348.3,245.23
LAX,4,4466,1,North America,peak,romantic,hostel,1202.05,1314.4,835.24,714.64,399.68
DXB,9,8104,4,North America,shoulder,romantic,apartment,2813.58,1667.62,2007.99,985.36,629.44
LAX,5,8820,4,Europe,peak,leisure,airbnb,3644.17,2388.46,1421.68,966.09,399.6
LAX,1,6468,5,Asia,shoulder,leisure,airbnb,2186.46,1211.06,1530.42,903.83,636.23
LON,5,9543,4,Europe,shoulder,business,apartment,3504.54,2778.22,1502.73,1317.86,439.65
BKK,13,7993,2,Asia,off_peak,adventure,hostel,2500.86,2252.16,1923.42,907.44,409.11
PAR,8,4603,4,Middle East,peak,business,airbnb,1328.21,1413.29,1110.56,492.87,258.06
BKK,8,2576,5,Oceania,off_peak,business,resort,1067.88,540.05,545.82,271.51,150.74
LAS,5,5731,5,Middle East,peak,leisure,apartment,1992.3,1713.18,1016.33,718.26,290.94
DXB,12,3494,5,Europe,off_peak,leisure,hostel,1129.9,1017.46,729.28,331.0,286.36
TYO,9,4244,1,Europe,shoulder,adventure,resort,1312.92,1137.46,1105.6,527.81,160.21
MIA,1,6094,2,Asia,off_peak,romantic,apartment,1846.71,1729.74,1181.52,828.1,507.93
LAS,4,8031,1,Europe,off_peak,business,hostel,3083.47,2348.55,1498.17,779.35,321.46
MIA,3,7871,3,North America,shoulder,adventure,resort,2840.05,2143.87,1763.03,848.74,275.3
MIA,2,2144,2,Europe,off_peak,business,airbnb,636.0,428.09,464.47,452.28,163.17
TYO,8,3644,4,Asia,shoulder,romantic,apartment,1226.42,984.74,544.46,627.97,260.41
NYC,7,742,5,Asia,peak,business,apartment,227.96,221.47,168.12,85.4,39.05
BKK,9,4585,3,North America,off_peak,family,airbnb,1632.51,989.78,867.1,782.43,313.18
LAX,2,8454,2,Asia,shoulder,adventure,hotel,2727.98,2427.93,1537.05,1125.53,635.5
SYD,14,7769,1,Oceania,shoulder,leisure,resort,2936.04,1428.28,1415.51,1352.02,637.16
MIA,14,7630,5,Middle East,off_peak,business,airbnb,3000.12,1846.7,1609.05,707.17,466.95
DXB,4,7328,1,Europe,peak,adventure,apartment,3095.28,1479.62,1180.34,963.25,609.52
LAS,14,8862,2,Oceania,off_peak,adventure,resort,2511.96,2541.4,1539.16,1350.87,918.61
NYC,6,9344,2,Europe,shoulder,business,resort,3187.97,1729.53,2125.69,1740.19,560.61
MIA,11,6831,3,Oceania,peak,leisure,hotel,2277.24,2164.93,1151.33,832.11,405.39
NYC,3,4012,4,Europe,off_peak,leisure,apartment,1467.71,624.7,879.59,830.32,209.69
NYC,8,1999,1,North America,shoulder,business,hostel,792.07,317.8,443.1,304.7,141.33
MIA,3,2658,3,Asia,off_peak,adventure,hotel,977.46,505.08,618.43,423.77,133.26
LON,14,5662,5,Asia,peak,leisure,hotel,2434.8,849.05,1238.86,768.74,370.55
PAR,12,4539,4,North America,peak,business,hostel,1509.89,1049.28,742.04,847.18,390.6
DXB,13,2535,3,Oceania,peak,business,hostel,818.11,699.37,515.79,334.32,167.41
LAX,13,8477,1,Middle East,peak,business,hotel,2196.92,2781.16,2017.84,888.74,592.33
LAX,2,1357,2,Oceania,peak,adventure,resort,590.69,255.1,253.71,182.28,75.21
DXB,13,4323,5,Asia,off_peak,leisure,airbnb,1262.25,1005.41,876.84,911.53,266.97
LON,13,7270,1,Middle East,peak,adventure,airbnb,2432.48,1620.59,1161.39,1426.31,629.24
LAX,3,9741,4,Europe,peak,family,hotel,3543.84,2426.71,2126.45,1312.36,331.64
NYC,11,798,4,Middle East,shoulder,leisure,resort,256.52,268.88,130.43,118.45,23.72
TYO,6,7744,2,Oceania,peak,adventure,hostel,2189.4,2133.81,1434.1,1520.49,466.21
LAS,2,1423,2,North America,shoulder,leisure,hotel,437.93,389.14,344.65,153.09,98.2
